Domain,Have_IP,URL_Length,Redirection,https_Domain,TinyURL,Prefix/Suffix,Label
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,1,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
www-outlooksigncontract0com.filesusr.com,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,1,0,1
,0,1,0,0,0,1,1
interspar.at,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
vetdolakha.gov.np,0,0,0,0,0,0,1
,0,0,0,0,1,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,1,1
,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,1,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
promocao-aplicada.monsterfire.com.br,0,0,0,0,0,1,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,1,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,1,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,1,0,1
im-creator.com,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,1,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,1,0,0,1,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,1,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
netfiix-french.com,0,0,0,0,0,1,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,1,0,0,0,1,1
,0,1,0,0,0,1,1
,0,1,0,0,1,1,1
,0,1,0,0,0,0,1
oricoe-co-jp.oricsio.qtbnpc.top,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,1,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,1,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,1,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,1,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
brooksonlinediscount.com,0,1,0,0,1,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,1,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,1,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
www-smbc-card-com.243589.com,0,0,0,0,0,1,1
,0,0,0,0,1,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,1,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,1,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,1,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
binaaluminyum.com,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,1,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
blocca-portale.com,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
apestakeapp.ml,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,1,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,1,1
daapreconnect.com,0,0,0,0,1,0,1
,0,1,0,0,0,0,1
,0,0,0,0,1,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,1,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,1,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,1,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
bomyhe.cn,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
flowcode.com,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
opensea.io.offer.abaservice.cl,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,1,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
jafoo.us,0,0,0,0,0,0,1
,0,1,0,0,1,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,1,1
thepfeils.com,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,1,0,0,0,1,1
,0,0,0,0,1,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,1,0,1
,0,0,0,0,0,0,1
,0,0,0,0,1,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
alliantcuonl.com,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
cubbychase5k10k.org,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
shein.loan,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
orariometromilano.it,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,1,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,1,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,1,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
metamaskbom.com,0,0,0,0,0,0,1
sunswaper.com,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
100responsible.com,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,1,0,1
,0,1,0,0,0,0,1
,0,0,0,0,1,0,1
das-kann-willkommen.dolomiten.me,0,1,1,0,0,1,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,1,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,1,0,0,1,1,1
uverdnes.cz,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
brookstore.top,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
edcom.fr,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,1,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,1,1,1
entra-online-info.184-94-215-35.cprapid.com,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
dishaeye.org,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,1,1
,0,1,0,0,1,1,1
outlooksotf_cln_mailcln.filesusr.com,0,1,0,0,0,0,1
,0,1,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,1,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,1,0,0,1,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,1,0,0,1,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,1,1,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,1,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
arnozcansigin.relbpwbakx.shop,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
sarojhospital.com,0,1,0,0,0,0,1
,0,1,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,1,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,1,0,1
,0,0,0,0,0,0,1
,0,1,1,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
ama-co-yuasnndnud.echspg.top,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,1,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,1,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,1,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,1,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
amac-co-lansdojn.lenutct.cn,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,1,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,1,1
locksmaticstaklng.com,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
kucoin.cloud,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,1,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,1,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,1,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
www3.lifecard.co.jp.qqhy.net,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
www-diabike-bitkub-ca.blogspot.com,0,0,0,0,1,1,1
,0,0,0,0,0,1,1
,0,0,0,0,1,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,1,0,0,0,1,1
99mbet.com,0,0,0,0,1,0,1
,0,0,1,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,1,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
metamask004.com,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,1,0,1
brookslaufschuhe.de,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
stakinghex-go.com,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
teamkarateortani.it,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,1,0,0,0,1,1
,0,1,0,0,0,1,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
brooks-ooke.top,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
eurostandart.co.il,0,0,0,0,1,0,1
,0,0,0,0,0,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,0,1,1
,0,1,0,0,0,1,1
,0,1,0,0,0,1,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
,0,1,0,0,0,0,1
,0,0,0,0,0,1,1
,0,0,0,0,0,0,1
,0,0,0,0,0,0,1
,0,0,0,0,1,0,1
,0,1,0,0,0,1,1
,0,0,0,0,0,0,1
,0,1,0,0,0,0,1
